Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
39,"RR Fanny, NA Hasibuan…","Perancangan Sistem Pakar Diagnosa Penyakit Asidosis Tubulus Renalis Menggunakan Metode Certainty Factor Dengan Penulusuran Forward Chaining",2017,"Media Informatika …","ejurnal.stmik-budidarma.ac.id","https://ejurnal.stmik-budidarma.ac.id/index.php/mib/article/view/316","https://scholar.google.com/scholar?cites=2248665946952197068&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-03-27","","","","",,,,,39,19.50,13,3,2
28,"NA Hasibuan, H Sunandar, S Alas…","Sistem Pakar Mendiagnosa Penyakit Kaki Gajah Menggunakan Metode Certainty Factor",2017,"Jurasik (Jurnal Riset …","tunasbangsa.ac.id","http://tunasbangsa.ac.id/ejurnal/index.php/jurasik/article/view/16","https://scholar.google.com/scholar?cites=10716740928476101588&as_sdt=2005&sciodt=0,5&hl=en",2,"2019-03-27","","","","",,,,,28,14.00,7,4,2
17,"HT Sihotang","Perancangan Aplikasi Sistem Pakar Diagnosa Diabetes Dengan Metode Bayes",2017,"Jurnal Mantik Penusa","e-jurnal.pelitanusantara.ac.id","http://e-jurnal.pelitanusantara.ac.id/index.php/mantik/article/view/280","https://scholar.google.com/scholar?cites=11919590464793454936&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-03-27","","","","",,,,,17,8.50,17,1,2
22,"HT Sihotang","Sistem Pakar Mendiagnosa Penyakit Kolesterol Pada Remaja Dengan Metode Certainty Factor (Cf) Berbasis Web",2017,"Jurnal Mantik Penusa","e-jurnal.pelitanusantara.ac.id","http://e-jurnal.pelitanusantara.ac.id/index.php/mantik/article/view/161","https://scholar.google.com/scholar?cites=9655076078012132013&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-03-27","","","","",,,,,22,11.00,22,1,2
15,"AD Limantara, SW Winarto, SW Mudjanarko","SISTEM PAKAR PEMILIHAN MODEL PERBAIKAN PERKERASAN LENTURBERDASARKAN INDEKS KONDISI PERKERASAN (PCI)",2017,"Prosiding Semnastek","jurnal.umj.ac.id","https://jurnal.umj.ac.id/index.php/semnastek/article/view/1807","https://scholar.google.com/scholar?cites=8595916422298528875&as_sdt=2005&sciodt=0,5&hl=en",5,"2019-03-27","","","","",,,,,15,7.50,5,3,2
12,"SW Nasution, NA Hasibuan…","Sistem Pakar Diagnosa Anoreksia Nervosa Menerapkan Metode Case Based Reasoning",2017,"KOMIK (Konferensi …","ejurnal.stmik-budidarma.ac.id","https://ejurnal.stmik-budidarma.ac.id/index.php/komik/article/view/472","https://scholar.google.com/scholar?cites=11367855346560036258&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-03-27","","","","",,,,,12,6.00,4,3,2
9,"I Akil","Analisa Efektifitas Metode Forward Chaining Dan Backward Chaining Pada Sistem Pakar",2017,"Jurnal Pilar Nusa Mandiri","ejournal.nusamandiri.ac.id","http://ejournal.nusamandiri.ac.id/ejurnal/index.php/pilar/article/view/333","https://scholar.google.com/scholar?cites=14739394624126575859&as_sdt=2005&sciodt=0,5&hl=en",7,"2019-03-27","","","","",,,,,9,4.50,9,1,2
48,"DL Kurniasih","Sistem pendukung keputusan pemilihan laptop dengan metode TOPSIS",2017,"Pelita Informatika: Informasi dan …","ejurnal.stmik-budidarma.ac.id","https://ejurnal.stmik-budidarma.ac.id/index.php/pelita/article/view/142","https://scholar.google.com/scholar?cites=7281956806329076013&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-03-27","","","","",,,,,48,24.00,48,1,2
10,"BF Yanto, I Werdiningsih…","Aplikasi Sistem Pakar Diagnosa Penyakit Pada Anak Bawah Lima Tahun Menggunakan Metode Forward Chaining",2017,"Journal of Information …","e-journal.unair.ac.id","https://e-journal.unair.ac.id/JISEBI/article/view/3613","https://scholar.google.com/scholar?cites=10561788835362699765&as_sdt=2005&sciodt=0,5&hl=en",9,"2019-03-27","","","","",,,,,10,5.00,3,3,2
8,"A Jamal, BE Purnama","Rancang Bangun Sistem Pakar Diagnosa Kerusakan Notebook Pada Widodo Computer Ngadirojo Kabupaten Pacitan",2017,"Speed-Sentra Penelitian Engineering dan …","speed.web.id","http://speed.web.id/ejournal/index.php/Speed/article/view/127","https://scholar.google.com/scholar?cites=4705463770517210947&as_sdt=2005&sciodt=0,5&hl=en",10,"2019-03-27","","","","",,,,,8,4.00,4,2,2
