Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
10,"AA Kasim, A Harjoko","Klasifikasi citra batik menggunakan jaringan syaraf tiruan berdasarkan gray level co-occurrence matrices (GLCM)",2014,"Jurnal Fakultas Hukum UII","neliti.com","https://www.neliti.com/publications/88626/klasifikasi-citra-batik-menggunakan-jaringan-syaraf-tiruan-berdasarkan-gray-leve","https://scholar.google.com/scholar?cites=2430784916918815695&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-03-28","","","","",,,,,10,2.00,5,2,5
9,"F Fitri, O Setyawati, D Rahadi","Aplikasi Jaringan Syaraf Tiruan Untuk Penentuan Status Gizi Balita Dan Rekomendasi Menu Makanan Yang Dibutuhkan",2014,"Jurnal EECCIS","jurnaleeccis.ub.ac.id","http://jurnaleeccis.ub.ac.id/index.php/eeccis/article/view/213","https://scholar.google.com/scholar?cites=3369129158446418351&as_sdt=2005&sciodt=0,5&hl=en",2,"2019-03-28","","","","",,,,,9,1.80,3,3,5
6,"HG Nugraha, SN Azhari","Optimasi Bobot Jaringan Syaraf Tiruan Mengunakan Particle Swarm Optimization",2014,"IJCCS (Indonesian Journal of …","journal.ugm.ac.id","https://journal.ugm.ac.id/ijccs/article/view/3492","https://scholar.google.com/scholar?cites=6835237584815248942&as_sdt=2005&sciodt=0,5&hl=en",3,"2019-03-28","","","","",,,,,6,1.20,3,2,5
14,"DH Tanjung","Jaringan Saraf Tiruan dengan Backpropagation untuk Memprediksi Penyakit Asma",2014,"Creative Information Technology Journal","citec.amikom.ac.id","http://citec.amikom.ac.id/main/index.php/citec/article/view/35","https://scholar.google.com/scholar?cites=4047584173139417097&as_sdt=2005&sciodt=0,5&hl=en",4,"2019-03-28","","","","",,,,,14,2.80,14,1,5
15,"S Kosasi","Penerapan Metode Jaringan Saraf Tiruan Backpropagation Untuk Memprediksi Nilai Ujian Sekolah",2014,"Jurnal teknologi","researchgate.net","https://www.researchgate.net/profile/Sandy_Kosasi/publication/322165269_Penerapan_Metode_Jaringan_Saraf_Tiruan_Backpropagation_untuk_Memprediksi_Nilai_Ujian_Sekolah/links/5a4a465c458515f6b059a0fd/Penerapan-Metode-Jaringan-Saraf-Tiruan-Backpropagation-untuk-Memprediksi-Nilai-Ujian-Sekolah.pdf","https://scholar.google.com/scholar?cites=17437522212346516013&as_sdt=2005&sciodt=0,5&hl=en",5,"2019-03-28","PDF","","","",,,,,15,3.00,15,1,5
6,"FR Hartantri, A Pujiyanta","Deteksi Penyakit dan Serangan Hama Tanaman Buah Salak menggunakan Jaringan Syaraf Tiruan (JST) dengan Metode Perceptron",2014,"Jurnal Sarjana Teknik Informatika","neliti.com","https://www.neliti.com/publications/211458/deteksi-penyakit-dan-serangan-hama-tanaman-buah-salak-menggunakan-jaringan-syara","https://scholar.google.com/scholar?cites=1062232435500899514&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-03-28","","","","",,,,,6,1.20,3,2,5
5,"S Herawati, A Djunaidy","Peramalan Harga Minyak Mentah Menggunakan Gabungan Metode Ensemble Empirical Mode Decomposition (EEMD) dan Jaringan Syaraf Tiruan",2014,"Jurnal Simantec","kompetensi.trunojoyo.ac.id","http://kompetensi.trunojoyo.ac.id/simantec/article/view/1347","https://scholar.google.com/scholar?cites=11225291868277230916&as_sdt=2005&sciodt=0,5&hl=en",7,"2019-03-28","","","","",,,,,5,1.00,3,2,5
4,"DA Putra, S Kom, DA Putra, S Kom","Identifikasi Penyakit Halitosis dengan Sensor Gas menggunakan Jaringan Syaraf Tiruan Metode Pembelajaran Backpropagation",2014,"… Jaringan Syaraf Tiruan …","repo.unand.ac.id","http://repo.unand.ac.id/751/","https://scholar.google.com/scholar?cites=654408442527017154&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-03-28","","","","",,,,,4,0.80,1,4,5
5,"EB Ginting, M Zarlis, Z Situmorang","Kombinasi Algoritma Jaringan Syaraf Tiruan Learning Vector Quantization (LVQ) Dan Self Organizing Kohonen Pada Kecepatan Pengenalan Pola Tanda Tangan",2014,"TECHSI-Jurnal Teknik …","ojs.unimal.ac.id","http://ojs.unimal.ac.id/index.php/techsi/article/view/165","https://scholar.google.com/scholar?cites=8883271729383097199&as_sdt=2005&sciodt=0,5&hl=en",9,"2019-03-28","","","","",,,,,5,1.00,2,3,5
8,"S Kusmaryanto","Jaringan Saraf Tiruan Backpropagation untuk Pengenalan Wajah Metode Ekstraksi Fitur Berbasis Histogram",2014,"Jurnal EECCIS","jurnaleeccis.ub.ac.id","http://jurnaleeccis.ub.ac.id/index.php/eeccis/article/view/283","https://scholar.google.com/scholar?cites=16043812684477034602&as_sdt=2005&sciodt=0,5&hl=en",10,"2019-03-28","","","","",,,,,8,1.60,8,1,5
