Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
2,"I Wibowo, B Susanto, J Karel","Penerapan algoritma kriptografi asimetris rsa untuk keamanan data di oracle",2011,"Jurnal Informatika","ti.ukdw.ac.id","https://ti.ukdw.ac.id/ojs/index.php/informatika/article/download/68/32","https://scholar.google.com/scholar?cites=2747187719067303398&as_sdt=2005&sciodt=0,5&hl=en",1,"2019-11-18","PDF","","","",,,,,2,0.25,1,3,8
0,"H Kurniawan","KEAMANAN JARINGAN DENGAN KOMPUTER FORENSIK",,"riset.potensi-utama.ac.id","","http://riset.potensi-utama.ac.id/upload/penelitian/penerbitan_jurnal/35236._keamanan__jaringan_dengan_komputer_forensik.pdf","",2,"2019-11-18","PDF","","","",,,,,0,0.00,0,1,
0,"A Irawan","APLIKASI KEAMANAN KOMPUTER MENGGUNAKAN USB FLASH DRIVE KEY",2011,"","eprints.akakom.ac.id","http://eprints.akakom.ac.id/1183/","",3,"2019-11-18","","","","",,,,,0,0.00,0,1,8
0,"HV Kimin","Perancangan Sistem Keamanan Komputer Berbasis Snort Intrusion Detection System dan IPTables Firewall.",,"","","","",4,"2019-11-18","CITATION","","","",,,,,0,0.00,0,1,
0,"H Syahrial","PENGEMBANGAN SISTEM MANAJEMEN KELEMAHAN KEAMANAN INFORMASI (SMKKI) MENGGUNAKAN LOTUS NOTES",2011,"Semantik","publikasi.dinus.ac.id","http://publikasi.dinus.ac.id/index.php/semantik/article/view/124","",5,"2019-11-18","","","","",,,,,0,0.00,0,1,8
1,"N Sasongko","Pengujian Keamanan Transaksi Cloud Computing Pada Layanan Software as a Service (Saas) Menggunakan Kerangka Kerja Nist Sp800-53a (Studi Kasus Pada PT …",2011,"Jurnal Inovasi dan Kewirausahaan","neliti.com","https://www.neliti.com/publications/123959/pengujian-keamanan-transaksi-cloud-computing-pada-layanan-software-as-a-service","https://scholar.google.com/scholar?cites=16861605381539084995&as_sdt=2005&sciodt=0,5&hl=en",6,"2019-11-18","","","","",,,,,1,0.13,1,1,8
0,"I Ikbal","Bab Xi-Sistem Keamanan Komputer",2011,"","repository.unikom.ac.id","https://repository.unikom.ac.id/id/eprint/36407","",7,"2019-11-18","CITATION","","","",,,,,0,0.00,0,1,8
15,"DA Arifah","Kasus cybercrime di indonesia",2011,"Jurnal Bisnis Dan Ekonomi","unisbank.ac.id","https://www.unisbank.ac.id/ojs/index.php/fe3/article/download/2099/767","https://scholar.google.com/scholar?cites=15351465844059373095&as_sdt=2005&sciodt=0,5&hl=en",8,"2019-11-18","PDF","","","",,,,,15,1.88,15,1,8
0,"I Ali","KEJAHATAN TERHADAP INFORMASI (CYBERCRIME) DALAM KONTEKS PERPUSTAKAAN DIGITAL KEJAHATAN TERHADAP INFORMASI (CYBERCRIME) …",2011,"","eprints.rclis.org","http://eprints.rclis.org/16968/","",9,"2019-11-18","","","","",,,,,0,0.00,0,1,8
3,"IP Herryawan","Analisa Dan Penerapan Algoritma Des Untuk Pengamanan Data Gambar Dan Video",2011,"Jurnal Ilmu Komputer","ojs.unud.ac.id","https://ojs.unud.ac.id/index.php/jik/article/view/2694","https://scholar.google.com/scholar?cites=5326423425310375234&as_sdt=2005&sciodt=0,5&hl=en",10,"2019-11-18","","","","",,,,,3,0.38,3,1,8
0,"D Stiawan","Pengamatan Behavior User: Research on Progress",,"","","","",11,"2019-11-18","CITATION","","","",,,,,0,0.00,0,1,
